817,607,2.9
154,194,3.2
991,106,2.7
819,364,4.7
665,624,1.5
521,475,5.0
616,133,4.8
677,488,3.5
301,646,1.2
798,657,3.1
461,753,4.8
402,710,0.4
664,714,2.8
692,697,3.8
155,829,1.4
314,394,4.6
684,802,0.4
962,715,4.8
754,656,3.1
614,914,4.3
469,861,2.6
989,990,3.4
960,200,2.7
165,764,4.5
433,646,3.4
531,438,0.5
617,527,4.5
574,368,3.3
633,485,2.9
295,455,3.7
672,655,1.4
580,229,4.9
157,193,0.3
597,528,3.9
291,925,1.2
328,890,2.8
715,269,2.4
767,520,4.8
267,307,2.8
840,299,3.2
706,528,5.0
532,541,2.8
788,448,4.8
272,300,2.2
295,439,4.9
560,564,2.2
655,569,4.7
702,392,3.8
150,321,4.0
660,497,5.0
880,168,1.9
541,565,0.2
879,315,4.2
865,965,0.3
648,274,1.7
203,585,4.1
608,566,4.2
894,987,5.0
437,787,3.7
839,662,0.1
343,670,2.5
944,174,2.3
247,760,2.1
900,580,4.4
214,563,0.0
179,993,0.3
152,572,2.0
786,909,2.2
289,935,4.3
901,728,1.8
819,269,2.1
348,276,1.8
887,797,1.3
733,277,2.0
750,946,3.8
420,949,2.3
909,144,4.4
732,673,4.1
882,161,4.2
777,842,5.0
736,757,4.3
117,684,2.0
533,935,3.4
666,339,2.8
595,777,5.0
483,136,4.4
633,598,1.1
333,512,3.4
931,821,2.0
558,851,1.1
631,765,3.8
277,262,1.4
442,732,4.9
513,709,4.8
884,710,1.1
446,811,0.9
305,924,0.5
575,993,3.0
188,876,2.3
921,610,2.0
887,111,4.4
842,511,2.0
600,298,2.0
634,562,1.6
320,259,0.2
567,500,0.7
943,588,0.8
813,704,2.5
576,360,2.4
184,115,4.1
288,284,3.6
294,862,4.3
730,963,0.1
231,278,2.2
313,133,1.6
807,531,2.2
337,469,0.3
338,598,1.2
979,418,2.7
991,167,0.5
346,502,4.4
396,835,3.6
618,756,5.0
513,256,2.4
575,113,3.5
320,575,3.0
256,117,1.5
965,499,3.6
664,173,4.5
876,772,0.2
478,886,4.2
534,240,0.1
736,854,3.4
116,244,4.9
457,352,2.5
427,765,5.0
593,460,4.4
952,648,4.1
505,326,4.4
919,708,4.0
643,320,0.6
310,306,3.3
504,199,4.0
324,205,4.5
360,105,2.5
395,855,2.5
349,160,0.3
647,381,1.0
447,261,1.7
128,698,4.2
502,383,2.0
958,514,0.7
328,707,0.1
649,558,3.7
447,772,4.7
887,624,4.3
229,341,2.4
320,627,4.8
814,967,1.9
798,869,0.2
959,757,0.1
445,417,3.8
772,609,2.5
226,443,2.4
514,841,0.7
220,366,3.2
363,655,3.5
721,408,2.1
805,416,4.1
431,573,3.8
351,244,1.2
897,851,1.0
405,142,1.1
634,694,0.2
695,696,4.5
595,218,2.1
991,623,1.7
813,889,0.1
401,239,3.5
898,202,3.0
797,653,3.9
608,583,1.4
438,583,2.8
103,893,4.7
494,780,3.2
667,856,3.6
261,410,2.0
771,144,4.8
642,903,2.7
700,101,1.3
235,876,4.6
289,692,3.0
143,860,3.8
656,562,4.7
280,462,1.5
895,859,1.7
458,553,3.6
207,967,4.0
232,592,4.8
992,768,0.6
112,935,2.5
903,500,2.3
586,898,1.5
561,801,3.9
648,216,5.0
761,983,0.7
984,393,4.5
818,609,3.2
137,305,3.7
644,310,3.0
408,847,3.3
885,689,4.6
427,596,0.1
396,867,0.5
739,733,3.3
952,663,4.3
224,683,4.6
859,876,0.9
990,862,3.9
253,897,0.9
165,722,2.8
186,847,2.4
907,951,5.0
399,730,0.3
528,936,1.2
768,750,2.4
822,693,2.3
208,463,1.0
521,877,2.3
778,844,2.9
201,194,2.8
779,902,0.1
596,993,2.6
687,775,2.5
679,450,0.1
402,532,2.4
517,496,2.8
340,168,4.0
456,547,1.3
424,734,0.8
312,786,4.7
502,743,1.1
152,921,0.8
836,151,1.3
374,630,4.7
671,925,2.7
342,311,4.8
305,495,1.6
807,134,0.1
208,772,1.6
965,408,0.9
225,457,2.1
573,860,4.6
112,666,0.1
970,123,3.4
406,454,1.2
711,647,0.3
630,341,1.4
229,869,3.7
239,184,1.5
560,955,2.9
411,544,1.0
445,306,1.0
504,127,1.7
385,240,4.8
901,492,3.8
777,365,0.6
103,522,1.0
374,254,2.1
912,243,2.5
773,505,4.7
769,283,4.3
311,604,2.1
974,593,4.2
922,448,4.7
252,705,0.4
405,528,3.0
898,753,4.1
534,417,1.2
216,424,1.8
270,754,2.2
405,610,1.0
534,138,1.8
229,495,1.2
146,571,2.8
658,893,0.2
128,389,0.4
212,337,4.1
809,923,4.3
309,545,1.0
561,661,0.8
319,594,4.3
735,680,3.6
757,101,0.3
355,466,3.7
754,141,1.5
253,188,1.0
826,293,4.8
859,136,2.9
436,309,4.6
478,489,0.7
416,797,1.0
108,343,0.3
115,229,1.4
131,536,5.0
290,585,2.4
235,383,4.4
939,612,1.1
364,543,1.6
443,518,4.6
213,192,1.7
825,726,3.9
884,480,4.4
538,794,3.7
421,983,1.0
672,756,2.7
881,721,3.6
200,388,4.6
229,839,3.6
936,520,0.1
757,970,3.3
215,803,3.1
238,314,3.0
799,932,4.7
107,903,1.8
807,940,2.7
137,821,3.7
702,996,1.8
939,605,0.0
957,506,0.0
498,941,5.0
706,251,1.3
789,314,2.3
472,376,0.9
403,868,4.7
504,954,1.1
393,389,4.5
312,973,3.7
538,663,4.3
825,256,4.9
440,333,1.8
643,368,0.5
448,542,1.6
925,964,3.8
834,647,0.0
613,180,0.2
986,476,2.6
241,650,3.6
905,438,0.8
930,505,0.7
407,754,3.7
365,529,1.6
601,495,3.9
178,510,2.5
603,475,1.0
874,200,0.6
347,174,1.6
510,781,4.2
265,713,4.2
193,644,2.4
701,351,1.5
338,249,0.4
114,276,4.2
529,573,3.2
431,540,3.3
309,459,1.0
119,634,2.5
260,443,3.3
364,114,4.2
318,499,4.8
264,563,0.2
860,747,1.7
327,734,3.8
840,664,3.3
650,339,0.9
208,734,2.2
416,646,3.9
414,720,4.6
722,407,0.4
578,830,2.9
310,255,4.3
509,640,3.8
238,907,4.6
123,887,1.6
766,852,3.7
160,106,3.7
195,806,4.4
897,159,3.4
276,752,2.8
793,991,1.3
606,260,1.5
175,645,3.0
295,198,3.2
496,988,4.7
809,538,2.9
803,446,3.4
113,149,2.0
579,589,3.2
690,824,3.5
368,929,1.9
217,251,4.1
525,511,2.4
577,130,3.1
659,418,0.0
982,180,0.6
874,159,1.1
588,636,2.1
237,747,0.2
445,565,0.0
388,475,4.3
572,289,1.9
147,658,0.0
950,433,0.5
204,961,4.5
963,965,2.9
515,293,3.9
713,611,3.5
912,631,4.1
932,323,2.5
728,608,1.9
537,836,4.1
573,679,1.8
148,306,4.2
773,441,0.6
607,247,2.5
862,463,2.4
666,914,3.0
443,109,0.0
333,816,3.5
208,802,4.9
832,144,4.9
362,352,0.5
231,386,2.7
981,647,4.2
669,882,3.6
475,922,3.0
129,364,1.1
860,477,4.0
168,226,1.7
589,412,2.1
842,311,1.1
405,399,3.9
337,458,4.9
138,386,3.5
720,620,0.0
999,930,4.4
765,250,0.8
321,945,2.1
467,285,0.5
258,211,4.1
360,445,1.4
449,197,2.7
495,974,1.0
823,502,3.7
790,919,0.5
649,628,2.9
483,788,1.4
281,546,1.8
794,659,2.3
115,110,5.0
797,586,4.5
536,325,1.9
634,800,1.0
427,236,2.8
228,535,0.4
258,353,1.8
556,444,1.2
700,301,3.5
110,387,0.0
702,669,3.3
752,158,2.4
721,155,2.4
806,788,1.9
519,666,2.6
952,288,3.7
310,505,3.8
167,888,1.2
539,798,2.9
745,423,3.9
437,860,1.2
958,233,0.1
726,158,3.9
348,165,3.5
242,891,2.7
420,493,4.4
524,935,0.6
295,872,0.8
444,862,4.3
646,893,2.6
982,203,2.6
183,127,2.7
130,556,3.1
630,371,4.3
307,485,4.3
219,228,4.6
678,168,4.0
611,792,1.2
108,192,4.3
901,497,2.0
375,384,2.8
628,718,4.6
293,671,3.0
405,357,0.7
639,849,1.8
264,192,1.5
203,940,3.4
746,183,1.1
743,120,1.4
172,177,1.5
463,771,3.7
701,225,4.1
369,161,3.1
698,440,0.1
834,437,2.0
285,604,0.9
636,644,3.3
477,145,2.8
332,914,0.4
664,955,4.4
867,270,0.2
472,583,1.8
127,257,2.8
490,875,2.1
608,546,1.1
131,934,5.0
226,351,3.0
330,297,2.0
965,648,1.2
577,340,4.8
269,283,3.4
452,244,0.1
654,633,3.8
996,426,2.0
165,107,2.9
619,327,2.8
348,983,3.7
190,219,4.3
775,255,3.0
219,246,4.1
746,503,2.1
468,751,3.1
191,610,0.2
627,837,1.6
267,939,4.9
879,383,0.4
376,815,0.5
724,547,2.3
172,885,4.6
359,410,3.4
773,605,3.0
969,425,4.6
247,497,4.6
477,921,1.0
298,455,1.2
954,639,1.8
337,985,0.9
389,910,3.9
682,323,1.2
711,798,4.3
656,502,3.6
438,644,2.4
853,613,3.8
807,872,3.3
974,650,4.5
106,956,1.0
798,401,0.6
343,943,3.3
327,407,2.2
430,422,4.5
524,181,4.2
281,679,2.3
230,241,1.6
674,227,4.1
295,634,1.2
632,890,0.6
542,451,1.4
144,445,2.8
385,417,1.5
508,800,2.2
489,381,3.0
558,246,1.5
636,906,1.5
617,882,3.4
582,654,1.7
275,208,1.4
844,480,1.1
601,539,1.6
314,622,4.1
941,688,4.2
947,238,3.9
360,418,4.5
553,858,0.0
679,634,1.1
267,516,0.4
897,545,2.6
953,614,1.0
985,666,0.3
141,476,0.7
302,827,0.3
491,766,1.6
225,888,4.0
118,217,5.0
264,387,1.5
696,762,0.3
898,164,1.4
890,595,2.1
858,529,1.5
596,935,5.0
932,758,3.6
914,797,3.6
467,752,5.0
733,591,4.7
347,196,1.4
402,958,1.5
587,915,3.5
943,116,0.6
810,826,0.7
680,401,2.7
271,192,0.1
504,959,0.0
740,233,0.2
392,428,3.3
401,313,2.3
477,804,4.6
553,741,4.1
573,256,3.6
702,109,2.8
517,366,4.1
476,403,1.8
402,126,3.4
211,235,2.8
566,264,0.9
638,525,0.5
493,685,3.2
785,434,0.0
268,523,0.4
490,849,0.8
239,439,4.0
803,477,2.3
144,460,4.3
211,366,1.0
262,534,4.1
173,880,2.8
520,239,1.6
438,553,3.2
658,543,2.1
766,542,3.7
515,499,3.1
180,212,1.1
551,592,2.3
631,764,1.5
984,265,4.9
793,646,5.0
748,172,1.2
417,647,4.8
974,312,0.1
215,256,3.3
155,362,0.9
446,412,2.8
881,529,1.8
926,744,2.2
317,761,3.3
504,102,1.6
754,963,3.5
977,703,3.9
165,728,0.9
612,726,2.8
500,900,4.2
773,439,5.0
679,452,1.8
397,784,1.9
224,483,0.8
205,495,1.6
249,272,1.6
882,816,3.8
887,663,1.5
687,281,0.0
348,341,1.0
896,250,2.8
575,109,3.3
261,720,2.0
659,838,0.1
103,975,1.6
432,385,4.6
753,323,5.0
831,748,2.0
843,575,1.3
220,628,3.6
642,281,4.4
211,321,2.0
170,317,1.6
979,807,4.0
182,382,3.9
284,756,2.3
315,701,0.7
196,379,1.2
808,894,4.7
562,932,1.5
857,420,1.1
593,136,3.7
297,128,0.4
758,396,1.5
631,769,2.1
355,416,2.7
278,800,2.7
206,880,1.5
829,795,4.3
882,160,0.6
203,934,4.0
935,497,3.6
397,701,2.8
363,450,2.4
862,772,4.5
488,659,0.3
699,912,2.6
319,960,4.8
492,616,4.5
447,734,2.5
574,837,4.7
911,751,3.1
990,562,4.1
253,607,0.1
381,374,3.3
934,189,2.5
569,851,4.4
928,858,3.2
307,984,4.9
758,404,4.3
796,860,0.1
644,718,2.6
696,450,3.8
145,583,3.9
394,466,2.3
176,408,2.2
726,644,1.3
543,933,2.1
227,579,3.7
524,376,1.7
926,752,3.3
507,130,4.4
596,730,3.8
467,358,3.7
493,344,3.0
965,225,1.6
334,772,2.1
305,494,0.2
434,259,3.3
482,804,5.0
869,669,3.5
928,923,1.9
642,919,0.1
290,748,0.5
651,591,3.9
289,711,1.2
143,458,1.2
748,330,3.1
525,134,2.1
381,420,1.0
145,195,1.9
804,554,2.1
708,658,1.3
489,497,2.3
792,741,1.0
314,698,1.2
154,480,1.5
461,504,4.5
154,160,4.7
623,215,0.4
743,670,0.0
541,107,4.2
667,488,1.4
155,231,4.3
373,158,3.2
556,591,0.7
234,324,0.2
868,263,2.8
596,498,2.4
964,581,4.0
170,406,4.5
317,606,0.6
362,797,2.4
364,200,4.5
921,139,3.1
233,268,4.7
347,697,1.4
432,877,0.6
874,343,1.0
589,245,3.4
203,986,0.9
181,654,1.5
812,499,3.9
672,752,3.3
225,276,4.3
419,873,1.3
151,872,1.3
130,386,3.6
179,259,0.9
830,144,3.4
380,260,0.6
189,635,0.7
963,521,4.7
356,408,1.3
478,597,2.3
872,784,0.2
372,238,2.8
893,373,0.9
500,246,3.5
570,487,2.6
592,973,2.8
182,753,4.5
589,743,5.0
660,532,1.6
445,144,3.7
802,518,2.2
489,154,3.4
567,330,1.4
210,405,4.1
905,653,1.3
683,804,2.4
457,182,2.5
479,338,1.6
567,509,1.6
490,187,3.7
229,588,1.2
407,177,4.0
947,730,2.5
720,816,4.1
118,692,3.9
483,897,2.3
392,897,1.2
702,244,2.7
821,282,1.5
996,822,4.8
391,374,4.1
282,966,2.3
487,949,0.9
954,351,0.9
149,408,4.9
441,472,1.3
706,278,4.0
786,616,1.5
142,403,4.6
158,297,3.1
702,193,2.3
487,542,2.0
963,339,1.9
536,762,1.5
289,652,1.9
511,846,4.2
366,434,0.5
700,505,0.1
319,224,3.7
817,937,3.7
512,948,2.1
530,868,4.4
791,547,1.2
171,704,1.7
161,424,3.0
831,630,1.3
836,519,4.2
980,369,4.8
559,790,0.9
776,394,3.2
437,385,3.5
531,456,1.0
200,444,1.1
470,319,4.1
417,197,2.5
492,693,3.1
215,163,1.9
946,671,4.2
997,959,4.0
303,177,3.6
526,523,1.9
447,413,4.1
316,140,2.7
409,655,1.9
681,466,0.4
511,378,2.6
852,863,4.0
590,417,4.0
683,624,2.5
158,107,3.5
846,540,1.9
774,328,4.2
352,854,0.2
156,457,4.9
867,234,3.7
609,691,2.0
208,777,4.7
974,131,3.2
293,239,1.3
759,784,0.7
442,518,0.3
215,786,3.4
216,863,4.8
551,376,0.2
756,814,2.0
914,434,3.8
132,143,0.6
740,926,0.1
376,882,4.9
103,567,2.9
123,274,3.4
507,902,4.9
582,662,4.3
896,158,3.3
358,472,4.1
237,658,2.0
216,322,1.9
205,311,3.1
615,289,4.4
804,244,0.4
993,572,1.8
182,180,2.0
628,977,4.6
101,924,4.3
436,419,3.6
843,867,4.1
349,343,1.8
109,989,4.0
301,879,2.8
618,198,0.8
866,217,1.3
293,220,4.0
465,242,1.9
462,740,0.4
370,395,4.5
199,616,4.4
392,777,3.0
686,131,1.0
952,686,2.2
933,640,1.0
402,267,1.8
892,362,1.2
361,641,0.8
757,932,2.3
921,468,0.7
688,619,3.9
972,123,4.9
202,131,3.6
261,549,1.9
694,514,2.8
469,220,0.8
518,999,2.0
474,848,0.1
444,616,2.1
617,154,3.9
395,464,4.6
374,282,0.6
645,968,1.4
958,713,4.6
371,365,1.4
864,123,4.8
408,445,0.7
693,850,1.6
144,955,2.9
117,376,1.8
218,743,2.4
134,828,4.6
459,891,0.8
510,463,3.3
803,561,4.4
683,590,4.6
455,686,1.2
955,470,0.3
927,122,2.5
247,369,0.9
790,845,0.7
862,780,3.6
311,189,3.6
682,553,4.5
612,260,2.3
906,673,4.3
619,619,0.7
268,361,4.6
132,437,2.5
331,599,1.6
818,341,3.7
553,792,2.7
534,331,4.8
647,771,0.7
384,514,2.6
793,289,3.6
696,913,0.7
462,649,1.7
582,341,3.4
160,295,0.0
277,969,4.7
699,249,2.0
632,637,0.2
115,186,3.5
660,235,1.3
720,466,1.5
858,225,0.9
706,756,1.4
406,665,1.1
534,701,4.2
944,584,2.6
718,627,4.4
391,215,3.4
878,417,2.7
846,159,0.4
902,812,0.6
154,689,1.9
170,374,2.2
984,523,4.5
386,414,4.8
591,135,3.7
697,909,4.0
324,573,1.5
563,139,3.7
912,154,1.9
656,652,4.2
691,982,3.9
121,929,0.0
881,110,3.4
297,319,3.8
879,902,3.1
605,629,2.0
943,827,4.5
937,815,2.6
773,174,1.4
372,491,5.0
120,481,1.8
454,172,0.8
583,886,3.6
269,230,2.9
816,131,1.3
798,189,1.3
582,938,1.3
169,454,4.5
220,310,3.2
396,549,0.1
175,739,2.3
170,106,1.8
592,992,2.5
637,314,1.7
166,277,4.3
110,539,4.4
893,196,2.6
582,484,2.4
320,644,3.6
388,952,3.1
951,193,4.3
321,165,1.1
942,502,3.4
827,554,4.6
766,880,2.0
716,580,3.3
613,870,3.8
621,232,3.3
504,298,0.0
263,932,1.9
767,471,0.2
669,886,4.0
988,907,3.5
659,449,1.7
948,205,1.9
698,434,4.3
561,923,2.3
626,665,0.0
287,953,4.0
266,114,3.5
863,671,1.1
821,179,2.5
976,617,2.1
264,228,2.4
672,386,2.1
234,268,3.9
198,513,1.4
739,198,2.9
962,885,3.9
669,757,1.2
604,972,4.7
865,886,1.7
178,984,0.5
594,209,3.8
266,604,4.7
165,166,1.2
596,840,2.3
594,439,4.5
573,142,2.8
723,718,1.7
481,604,1.6
901,777,3.4
739,385,2.0
656,511,0.5
801,993,3.2
295,260,1.3
497,501,2.3
658,507,3.2
329,876,4.6
103,438,4.4
472,438,2.1
325,916,2.3
375,311,3.1
527,330,1.9
356,535,0.6
767,348,4.0
993,449,4.8
626,473,3.8
425,940,3.6
629,452,1.3
721,324,0.4
416,882,1.3
507,344,4.8
788,804,2.7
447,263,2.2
250,844,1.5
545,868,3.2
257,899,0.3
260,536,0.3
910,904,1.1
107,330,4.6
884,688,4.1
539,496,1.4
392,623,3.7
813,727,1.2
657,667,2.3
137,961,1.7
471,535,0.9
480,257,0.6
240,365,2.8
310,379,3.2
108,558,1.8
816,248,2.7
256,241,0.3
597,480,1.8
295,775,0.1
805,876,4.7
427,791,3.8
243,184,4.1
655,559,2.3
104,514,4.5
499,258,3.5
452,332,3.6
499,169,4.5
995,200,3.6
456,160,0.2
602,511,0.9
965,673,4.3
634,458,0.5
267,211,3.0
608,451,5.0
557,750,3.9
251,381,3.7
891,286,1.8
390,410,4.6
335,307,4.6
793,738,1.3
381,715,2.1
338,200,4.9
135,409,0.3
965,908,1.7
154,825,3.7
788,996,0.3
675,485,1.2
360,574,0.6
205,146,1.7
316,449,4.7
722,169,4.0
801,726,3.4
728,923,1.9
118,381,2.3
110,998,3.8
493,413,3.6
957,843,3.5
278,384,3.8
777,635,1.9
177,679,0.9
450,620,2.5
798,627,1.7
248,365,1.4
374,149,0.0
586,968,3.3
508,551,4.4
936,342,0.9
678,258,0.0
948,677,0.9
722,209,3.1
169,960,1.3
773,927,1.9
707,367,4.8
157,280,3.5
585,918,4.5
171,910,2.2
662,619,4.5
249,876,1.6
335,646,2.2
689,358,2.8
477,818,1.1
381,354,0.4
334,605,0.8
727,397,1.5
410,347,3.1
997,801,3.4
789,993,3.3
927,306,4.6
401,163,2.7
793,130,3.1
241,855,2.6
405,669,1.0
535,567,2.9
535,589,4.5
985,167,2.0
650,115,4.1
587,938,0.0
856,746,4.9
428,136,0.8
224,909,1.8
893,603,3.9
119,327,5.0
942,618,2.1
795,833,5.0
364,951,2.0
395,947,3.2
295,197,3.2
102,311,3.6
390,464,1.5
686,300,0.3
192,579,4.5
222,537,4.1
551,718,3.6
299,423,3.3
235,840,1.9
495,240,1.2
195,811,2.9
660,535,3.9
612,868,5.0
890,471,3.9
273,550,0.1
524,109,4.6
236,649,1.8
880,408,2.8
932,403,1.8
977,232,4.6
536,991,0.7
370,240,4.8
615,790,2.9
522,810,3.2
781,275,1.1
471,229,0.0
141,555,2.7
196,593,1.4
576,924,3.8
854,126,1.1
164,701,0.5
266,930,4.2
204,163,5.0
330,250,2.7
662,900,3.0
240,301,4.3
651,884,2.3
455,550,2.9
401,969,2.2
464,940,3.2
873,253,0.4
651,201,1.8
292,232,1.9
549,460,3.9
825,773,0.3
717,194,3.2
355,177,2.5
706,952,1.1
627,948,2.7
581,896,4.2
912,646,0.1
276,674,3.5
586,361,2.6
403,316,3.8
857,936,4.9
511,148,2.6
557,758,2.8
789,368,0.4
685,945,3.2
905,442,3.3
792,611,3.1
891,399,4.2
417,534,1.2
199,135,3.0
770,167,1.5
669,730,1.2
420,530,1.6
929,404,1.0
807,973,3.1
179,207,3.8
386,282,0.1
846,749,1.0
917,185,4.7
287,924,1.7
945,602,0.5
380,220,3.2
816,647,0.2
649,938,2.7
141,749,3.1
449,308,1.9
230,872,4.5
245,477,4.8
775,280,4.6
734,907,2.6
227,686,2.7
647,113,5.0
488,473,4.2
231,187,0.2
603,212,4.5
501,866,1.7
844,673,2.4
946,419,2.8
954,547,3.8
857,393,2.5
615,939,1.5
